"Renewable energy share of electricity capacity and generation (%) by Region/country/area, Indicator and Year"

"Region/country/area","Indicator","Year",Renewable energy share of electricity capacity and generation (%)
"Samoa","RE share of electricity generation (%)","2021",41.75
"Samoa","RE share of electricity generation (%)","2022",30.89
"Samoa","RE share of electricity generation (%)","2023",32.41
"Samoa","RE share of electricity generation (%)","2024",-
"Sao Tome and Principe","RE share of electricity capacity (%)","2000",60.00
"Sao Tome and Principe","RE share of electricity capacity (%)","2001",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2002",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2003",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2004",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2005",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2006",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2007",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2008",31.48
"Sao Tome and Principe","RE share of electricity capacity (%)","2009",25.95
"Sao Tome and Principe","RE share of electricity capacity (%)","2010",13.52
"Sao Tome and Principe","RE share of electricity capacity (%)","2011",11.56
"Sao Tome and Principe","RE share of electricity capacity (%)","2012",11.56
"Sao Tome and Principe","RE share of electricity capacity (%)","2013",11.56
"Sao Tome and Principe","RE share of electricity capacity (%)","2014",10.27
"Sao Tome and Principe","RE share of electricity capacity (%)","2015",8.16
"Sao Tome and Principe","RE share of electricity capacity (%)","2016",6.99
"Sao Tome and Principe","RE share of electricity capacity (%)","2017",7.59
"Sao Tome and Principe","RE share of electricity capacity (%)","2018",7.59
"Sao Tome and Principe","RE share of electricity capacity (%)","2019",7.42
"Sao Tome and Principe","RE share of electricity capacity (%)","2020",7.39
"Sao Tome and Principe","RE share of electricity capacity (%)","2021",6.98
"Sao Tome and Principe","RE share of electricity capacity (%)","2022",6.39
"Sao Tome and Principe","RE share of electricity capacity (%)","2023",8.04
"Sao Tome and Principe","RE share of electricity capacity (%)","2024",8.04
"Sao Tome and Principe","RE share of electricity generation (%)","2000",20.62
"Sao Tome and Principe","RE share of electricity generation (%)","2001",15.45
"Sao Tome and Principe","RE share of electricity generation (%)","2002",16.14
"Sao Tome and Principe","RE share of electricity generation (%)","2003",77.23
"Sao Tome and Principe","RE share of electricity generation (%)","2004",83.44
"Sao Tome and Principe","RE share of electricity generation (%)","2005",89.75
"Sao Tome and Principe","RE share of electricity generation (%)","2006",91.20
"Sao Tome and Principe","RE share of electricity generation (%)","2007",84.44
"Sao Tome and Principe","RE share of electricity generation (%)","2008",84.88
"Sao Tome and Principe","RE share of electricity generation (%)","2009",85.16
"Sao Tome and Principe","RE share of electricity generation (%)","2010",91.63
"Sao Tome and Principe","RE share of electricity generation (%)","2011",91.07
"Sao Tome and Principe","RE share of electricity generation (%)","2012",91.69
"Sao Tome and Principe","RE share of electricity generation (%)","2013",91.68
"Sao Tome and Principe","RE share of electricity generation (%)","2014",9.41
"Sao Tome and Principe","RE share of electricity generation (%)","2015",6.53
"Sao Tome and Principe","RE share of electricity generation (%)","2016",5.61
"Sao Tome and Principe","RE share of electricity generation (%)","2017",4.93
"Sao Tome and Principe","RE share of electricity generation (%)","2018",5.56
"Sao Tome and Principe","RE share of electricity generation (%)","2019",5.71
"Sao Tome and Principe","RE share of electricity generation (%)","2020",5.84
"Sao Tome and Principe","RE share of electricity generation (%)","2021",6.06
"Sao Tome and Principe","RE share of electricity generation (%)","2022",5.88
"Sao Tome and Principe","RE share of electricity generation (%)","2023",5.88
"Sao Tome and Principe","RE share of electricity generation (%)","2024",-
"Saudi Arabia","RE share of electricity capacity (%)","2000",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2001",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2002",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2003",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2004",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2005",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2006",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2007",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2008",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2009",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2010",0.00
"Saudi Arabia","RE share of electricity capacity (%)","2011",0.01
"Saudi Arabia","RE share of electricity capacity (%)","2012",0.02
"Saudi Arabia","RE share of electricity capacity (%)","2013",0.03
"Saudi Arabia","RE share of electricity capacity (%)","2014",0.03
"Saudi Arabia","RE share of electricity capacity (%)","2015",0.03
"Saudi Arabia","RE share of electricity capacity (%)","2016",0.03
"Saudi Arabia","RE share of electricity capacity (%)","2017",0.04
"Saudi Arabia","RE share of electricity capacity (%)","2018",0.10
"Saudi Arabia","RE share of electricity capacity (%)","2019",0.13
"Saudi Arabia","RE share of electricity capacity (%)","2020",0.46
"Saudi Arabia","RE share of electricity capacity (%)","2021",0.49
"Saudi Arabia","RE share of electricity capacity (%)","2022",0.93
"Saudi Arabia","RE share of electricity capacity (%)","2023",3.22
"Saudi Arabia","RE share of electricity capacity (%)","2024",5.02
"Saudi Arabia","RE share of electricity generation (%)","2000",0.00
"Saudi Arabia","RE share of electricity generation (%)","2001",0.00
"Saudi Arabia","RE share of electricity generation (%)","2002",0.00
"Saudi Arabia","RE share of electricity generation (%)","2003",0.00
"Saudi Arabia","RE share of electricity generation (%)","2004",0.00
"Saudi Arabia","RE share of electricity generation (%)","2005",0.00
"Saudi Arabia","RE share of electricity generation (%)","2006",0.00
"Saudi Arabia","RE share of electricity generation (%)","2007",0.00
"Saudi Arabia","RE share of electricity generation (%)","2008",0.00
"Saudi Arabia","RE share of electricity generation (%)","2009",0.00
"Saudi Arabia","RE share of electricity generation (%)","2010",0.00
"Saudi Arabia","RE share of electricity generation (%)","2011",0.00
"Saudi Arabia","RE share of electricity generation (%)","2012",0.01
"Saudi Arabia","RE share of electricity generation (%)","2013",0.01
"Saudi Arabia","RE share of electricity generation (%)","2014",0.01
"Saudi Arabia","RE share of electricity generation (%)","2015",0.01
"Saudi Arabia","RE share of electricity generation (%)","2016",0.01
"Saudi Arabia","RE share of electricity generation (%)","2017",0.02
"Saudi Arabia","RE share of electricity generation (%)","2018",0.06
"Saudi Arabia","RE share of electricity generation (%)","2019",0.07
"Saudi Arabia","RE share of electricity generation (%)","2020",0.21
"Saudi Arabia","RE share of electricity generation (%)","2021",0.22
"Saudi Arabia","RE share of electricity generation (%)","2022",0.68
"Saudi Arabia","RE share of electricity generation (%)","2023",1.48
"Saudi Arabia","RE share of electricity generation (%)","2024",-
"Senegal","RE share of electricity capacity (%)","2000",0.00
"Senegal","RE share of electricity capacity (%)","2001",0.00
"Senegal","RE share of electricity capacity (%)","2002",0.00
"Senegal","RE share of electricity capacity (%)","2003",0.00
"Senegal","RE share of electricity capacity (%)","2004",0.00
"Senegal","RE share of electricity capacity (%)","2005",0.00
"Senegal","RE share of electricity capacity (%)","2006",0.00
"Senegal","RE share of electricity capacity (%)","2007",0.00
"Senegal","RE share of electricity capacity (%)","2008",0.00
"Senegal","RE share of electricity capacity (%)","2009",0.00
"Senegal","RE share of electricity capacity (%)","2010",9.53
"Senegal","RE share of electricity capacity (%)","2011",9.51
"Senegal","RE share of electricity capacity (%)","2012",9.42
"Senegal","RE share of electricity capacity (%)","2013",9.09
"Senegal","RE share of electricity capacity (%)","2014",8.87
"Senegal","RE share of electricity capacity (%)","2015",8.89
"Senegal","RE share of electricity capacity (%)","2016",12.54
"Senegal","RE share of electricity capacity (%)","2017",16.76
"Senegal","RE share of electricity capacity (%)","2018",15.80
"Senegal","RE share of electricity capacity (%)","2019",21.45
"Senegal","RE share of electricity capacity (%)","2020",27.57
"Senegal","RE share of electricity capacity (%)","2021",31.05
"Senegal","RE share of electricity capacity (%)","2022",28.73
"Senegal","RE share of electricity capacity (%)","2023",28.68
"Senegal","RE share of electricity capacity (%)","2024",25.29
"Senegal","RE share of electricity generation (%)","2000",1.05
"Senegal","RE share of electricity generation (%)","2001",1.00
"Senegal","RE share of electricity generation (%)","2002",1.13
"Senegal","RE share of electricity generation (%)","2003",1.18
"Senegal","RE share of electricity generation (%)","2004",1.02
"Senegal","RE share of electricity generation (%)","2005",0.83
"Senegal","RE share of electricity generation (%)","2006",0.76
"Senegal","RE share of electricity generation (%)","2007",0.71
"Senegal","RE share of electricity generation (%)","2008",0.62
"Senegal","RE share of electricity generation (%)","2009",0.60
"Senegal","RE share of electricity generation (%)","2010",1.63
"Senegal","RE share of electricity generation (%)","2011",1.73
"Senegal","RE share of electricity generation (%)","2012",1.55
"Senegal","RE share of electricity generation (%)","2013",1.49
"Senegal","RE share of electricity generation (%)","2014",1.62
"Senegal","RE share of electricity generation (%)","2015",1.96
"Senegal","RE share of electricity generation (%)","2016",2.00
"Senegal","RE share of electricity generation (%)","2017",4.46
"Senegal","RE share of electricity generation (%)","2018",8.03
"Senegal","RE share of electricity generation (%)","2019",8.81
"Senegal","RE share of electricity generation (%)","2020",12.41
"Senegal","RE share of electricity generation (%)","2021",20.63
"Senegal","RE share of electricity generation (%)","2022",16.38
"Senegal","RE share of electricity generation (%)","2023",14.72
"Senegal","RE share of electricity generation (%)","2024",-
"Serbia","RE share of electricity capacity (%)","2000",19.54
"Serbia","RE share of electricity capacity (%)","2001",19.18
"Serbia","RE share of electricity capacity (%)","2002",18.83
"Serbia","RE share of electricity capacity (%)","2003",17.58
"Serbia","RE share of electricity capacity (%)","2004",17.05
"Serbia","RE share of electricity capacity (%)","2005",42.33
"Serbia","RE share of electricity capacity (%)","2006",42.22
"Serbia","RE share of electricity capacity (%)","2007",37.51
"Serbia","RE share of electricity capacity (%)","2008",30.39
"Serbia","RE share of electricity capacity (%)","2009",29.35
"Serbia","RE share of electricity capacity (%)","2010",32.59
"Serbia","RE share of electricity capacity (%)","2011",32.83
"Serbia","RE share of electricity capacity (%)","2012",33.29
"Serbia","RE share of electricity capacity (%)","2013",32.76
"Serbia","RE share of electricity capacity (%)","2014",33.36
"Serbia","RE share of electricity capacity (%)","2015",33.41
"Serbia","RE share of electricity capacity (%)","2016",33.72
"Serbia","RE share of electricity capacity (%)","2017",33.45
"Serbia","RE share of electricity capacity (%)","2018",35.26
"Serbia","RE share of electricity capacity (%)","2019",36.46
"Serbia","RE share of electricity capacity (%)","2020",36.58
"Serbia","RE share of electricity capacity (%)","2021",36.77
